episode,rewards_total
462,10.5137683667
463,-18.9103301018
464,-4.51755680008
465,-5.18441227491
466,-6.40758181817
467,-31.6110263228
468,-18.9685622877
469,7.36492857987
470,11.5026877448
471,9.38206985976
472,7.95576601893
473,8.82149435544
474,13.3957291888
475,13.7117334812
476,10.2161513814
477,14.5402151122
478,8.94580371343
479,8.89248278706
480,6.95102612337
481,9.64676782394
482,10.4492707626
483,13.111234749
484,12.690580742
485,13.4308945393
486,11.4095962821
487,10.9802491792
488,10.4803819005
489,9.7732019889
490,9.5338904877
491,9.7231033365
492,9.95033905109
493,9.78898533038
494,9.79182686054
495,9.92802200739
496,9.92716883642
497,10.5156827137
498,9.9872374956
499,12.940167016
500,12.2752506568
501,9.64631573293
502,9.40870610525
503,12.2187982693
504,8.54787486154
505,11.7825019958
506,8.95694628162
507,9.06731378182
508,9.24127472147
509,8.67690122498
510,8.86289202822
511,11.7040552406
512,13.2574782797
513,16.198885734
514,12.8000180444
515,8.73393244698
516,10.2764538284
517,11.4141838591
518,12.6703591168
519,15.1388250133
520,8.00020516212
521,4.26059628015
522,6.67450007353
523,6.60885186713
524,0.104887518952
525,-13.102583686
526,-6.92490830979
527,-18.4600557875
528,-12.0889475979
529,-22.5433799718
530,-19.6450231816
531,7.94280691691
532,-8.50364057845
533,-9.85953276224
534,5.32297457834
535,-3.8066101481
536,3.41869209194
537,-3.31388052568
538,4.97073660062
539,9.18214037709
540,13.3228709341
541,7.50672861657
542,12.459448368
543,-10.1043867092
544,-23.4369058805
545,2.62357154096
546,-12.0497176884
547,9.15221437753
548,-11.9299483476
549,8.06731367195
550,9.25383077498
551,3.84699876869
552,12.2818485202
553,7.84918193374
554,-4.19289753746
555,7.72814168542
556,12.317578686
557,8.94417065687
558,-6.37421822157
559,6.02723443811
560,9.10411897652
561,5.18666646323
562,-1.47453188909
563,13.3626066295
564,7.3340585876
565,12.1445081612
566,10.9308783643
567,6.63543263235
568,10.3021559648
569,4.8712392962
570,9.21203141592
571,7.89483977573
572,8.78678088034
573,6.85732946631
574,12.7168713516
575,10.8895668984
576,11.3630492624
577,9.58377478386
578,8.09512646423
579,10.9146952638
580,6.33979261253
581,8.89179551902
582,10.8724447123
583,7.5179862312
584,10.3971093397
585,7.7836251148
586,10.5981758622
587,7.59418206224
588,7.90181044692
589,11.4028622517
590,6.12414546205
591,7.40234308068
592,6.81379164035
593,8.43772979287
594,8.78731075123
595,8.04262984839
596,12.2870631345
597,7.6997114881
598,7.53394264136
599,10.5615239529
600,8.26727413659
601,6.84107319857
602,6.35696908227
603,10.5488622955
604,9.14918777594
605,8.1236564449
606,8.07449892274
607,9.12270224503
608,10.547179573
609,10.5786023586
610,10.5944713687
611,6.81932311828
612,10.5529152183
613,10.8390054906
614,7.52376636172
615,10.545441757
616,8.63667459704
617,8.48648029345
618,8.86353097208
619,10.5441705767
620,8.56965467657
621,7.88809058654
622,3.83069821325
623,11.3832932665
624,9.24819633221
625,-15.4242256435
626,10.6269366335
627,8.3915182164
628,13.0275986574
629,-172.679150449
630,-34.1710268231
631,-146.550485269
632,-11.4677751656
633,0.894583187121
634,-3.72579417434
635,-18.7001277024
636,-27.747308608
637,-5.69201057654
638,-16.4545966578
639,-10.8004376744
640,-4.81119089818
641,-1.77669417298
642,-6.6371584014
643,-9.09067346423
644,3.29393897675
645,-0.281686258374
646,1.70258999604
647,-16.9168936871
648,6.73531142399
649,-6.46543801662
650,1.15702527214
651,-6.49912866168
652,0.919153252391
653,-4.35043111877
654,-4.76925042908
655,-9.53751220895
656,-12.3015274524
657,-0.382713667718
658,-44.3660580605
659,-41.2273004613
660,-38.0296505452
661,-27.7626550193
662,-58.3233119487
663,-40.6172276065
664,-73.3570729583
665,-45.4448387982
666,-53.269658473
667,-15.903826302
668,-31.5810956928
669,-16.7428046217
670,-56.367589945
671,-22.7966313119
672,-34.7517745331
673,-12.8892083503
674,-12.9273942098
675,-10.0829664578
676,-9.61659888054
677,-28.2846071041
678,-10.4746334277
679,-29.5069074908
680,-44.4126931736
681,7.10070950051
682,-46.8214491559
683,-8.8555843839
684,-54.6633634073
685,-51.5918775785
686,-50.0060100671
687,-34.6581636447
688,-25.0077121451
689,-5.08048787633
690,-26.1917926525
691,-21.1154350078
692,-164.933116504
693,-101.393397121
694,-91.8957497783
695,-31.7641607128
696,-30.2174361013
697,-30.7910702645
698,-34.659190171
699,-16.7240434685
700,-9.88866701664
701,-8.75916689986
702,-18.7438924339
703,-165.403221154
704,-13.2009143232
705,-82.4673101749
706,-50.7568537519
707,-50.0146180808
708,-12.8928209131
709,-10.6356636985
710,-13.5232800494
711,-42.0421979885
712,-14.1011114129
713,-48.3324146462
714,-19.0824633079
715,-16.317211724
716,-44.7687277591
717,-54.014731716
718,-57.7023051742
719,-57.9881185004
720,-55.284925703
721,-23.5498560671
722,-54.4802904146
723,-15.9132100257
724,-52.0339069314
725,-19.8496146818
726,-19.2515129775
727,-12.4649818766
728,-13.9708096837
729,-46.9765842769
730,-13.2482611133
731,-14.779083614
732,-18.2650789478
733,-16.7966147596
734,-12.4383540962
735,-54.9800850144
736,-30.3362685545
737,-55.627255974
738,-13.4243025602
739,-13.6218510089
740,-15.489852577
741,-19.3388749417
742,-13.9583123551
743,-21.5681037689
744,-13.0985281533
745,-17.2089837053
746,-48.131616909
747,-55.0218452777
748,-14.9650259878
749,-19.4074678655
750,-37.0809866183
751,-33.8881673271
752,-19.8345971452
753,-52.7750221413
754,-13.6443024986
755,-14.247684153
756,-14.9520519275
757,-12.8222904601
758,-13.3058629077
759,-14.032397152
760,-13.1395942999
761,-13.2003236609
762,-12.7673555653
763,-13.5332981074
764,-13.8926030021
765,-14.3985899096
766,-13.4784171168
767,-14.1559521997
768,-13.3307990699
769,-12.7175471875
770,-13.0164469153
771,-13.7992015751
772,-15.8915846449
773,-15.9887101898
774,-15.4833621131
775,-16.2849078386
776,-15.9742712797
777,-13.8807768119
778,-14.6362666714
779,-13.9486338956
780,-13.3955507842
781,-14.878307387
782,-16.239041996
783,-16.2765683359
784,-14.9332947639
785,-13.1528135331
786,-14.8632196242
787,-13.1554464198
788,-13.7392686642
789,-12.3686922338
790,-12.8794315168
791,-12.4758060148
792,-13.8752128321
793,-14.4174505603
794,-14.6440739466
795,-13.3931140165
796,-13.5810153493
797,-12.5335006938
798,-15.8525000911
799,-15.3254693722
800,-13.5979949932
801,-13.7242911297
802,-13.5741725758
803,-13.4650143971
804,-15.4273615078
805,-13.1913550351
806,-13.4716027286
807,-12.9809595634
808,-14.1138958021
809,-13.7190950102
810,-14.6803399434
811,-15.9634396494
812,-12.9210557796
813,-16.1349257215
814,-13.6825675393
815,-14.3694438882
816,-14.9231711188
817,-13.7374332355
818,-16.1708872308
819,-56.9444671506
820,-23.2587546845
821,-14.3228742786
822,-13.1270006592
823,-13.7380633975
824,-25.1489955058
825,-54.4020569435
826,-50.1883655402
827,-1.26317213988
828,-209.637038022
829,-209.648167706
830,-209.686243803
831,-209.6239651
832,-209.645754461
833,-209.673663466
834,-197.762536475
835,-209.69724228
836,-209.685468047
837,-209.66452183
838,-209.644099895
839,-209.751404794
840,-209.714137856
841,-209.683429727
842,-209.657843676
843,-209.659692579
844,-209.621725455
845,-209.666602946
846,-206.668299845
847,-209.698511916
848,-209.619892251
849,-209.714103317
850,-209.704620623
851,-209.670368887
852,-209.682598729
853,-209.645826911
854,-209.71456157
855,-209.646954526
856,-209.742490377
857,-209.66426526
858,-209.633049486
859,-209.696167158
860,-209.638841484
861,-209.669935692
862,-209.706759367
863,-209.63578087
864,-209.660965847
865,-209.67622286
866,-209.628146978
867,-209.712892771
868,-209.675646591
869,-3.64793236815
870,-33.4945332869
871,10.995799285
872,-49.7081377234
873,-31.7637124855
874,-18.4110967136
875,-28.1975550951
876,-9.74976640446
877,-65.8599556608
878,-21.4466464251
879,-45.245026342
880,-29.6480029739
881,-87.6515019785
882,-33.412393762
883,-210.082537131
884,-209.791257824
885,-209.66796248
886,-209.597155205
887,-209.711978936
888,-144.488507562
889,-4.59210638543
890,-18.4559689258
891,-11.4943796191
892,-7.73603660857
893,-5.66779871358
894,-2.14970529339
895,-2.12385252446
896,-2.03485853309
897,-2.04956047064
898,-1.76181591066
899,-12.2684235249
900,-25.3544811643
901,-22.8005835038
902,-24.4205756916
903,-24.3838702334
904,-18.2782369278
905,-9.07370789335
906,-7.77776376054
907,-73.643424386
908,-46.9067061884
909,-39.2188284797
910,-49.7652705418
911,-160.817165207
912,17.0872240767
913,-70.0793214632
914,-94.8471728836
915,-192.106437359
916,-104.419229446
917,-209.593294201
918,-203.938776012
919,-213.157862614
920,-100.388273166
921,5.24732057683
922,-2.68290530299
923,-28.2233426817
924,-27.8670326016
925,-143.06245161
926,-209.626910937
927,-209.715728269
928,-209.772388893
929,-209.632264267
930,-209.953872573
931,-210.374562195
932,-210.023394266
933,-209.691332446
934,-209.629027351
935,-209.646714483
936,-209.732558047
937,-213.647034748
938,-2.56617277632
939,-177.042747457
940,-209.59733944
941,-209.644295181
942,-209.652721377
943,-209.646780818
944,-209.679488461
945,-209.623228189
946,-209.708144268
947,-209.689041093
948,-209.593891425
949,-209.694513569
950,-31.4501484294
951,-19.051048321
952,15.4609139134
953,-129.124316262
954,-210.152467167
955,-209.667631702
956,-209.684225003
957,-209.648614008
958,-209.705938566
959,-209.638904724
960,-119.638533775
961,-210.351755109
962,-29.9554200781
963,-36.3336871101
964,-29.4375788204
965,-39.7145723786
966,-36.4297721087
967,-49.2943436992
968,-16.6550691018
969,-36.0926838987
970,-108.994568035
971,-35.7892562083
972,-179.599672407
973,-153.414855911
974,-194.535830119
975,-5.8385111783
976,-6.18884890379
977,-6.22928080852
978,-7.48719627687
979,-14.5390380006
980,-1.8658497318
981,-50.3480092392
982,-93.0607264636
983,-19.1492469092
984,-33.7924946121
985,8.66197528345
986,3.79201553289
987,-0.668915423212
988,-4.47438706005
989,-3.29978851273
990,-5.67153370971
991,27.9306041841
992,-67.5591099978
993,-2.67186931086
994,-148.687088229
995,-10.2919558259
996,-17.6159001768
997,-8.72224154557
998,-26.7590327347
999,-16.7354046519
1000,-23.3688874834
